8050030	Mennad needs to go back to school.	8050229	Mae Mennad angen dychwelyd i'r ysgol.
8049998	Mennad can drive a truck.	8050233	Mae Mennad yn gallu gyrru tryc.
8049985	Mennad made some tea.	8050237	Gwnaeth Mennad de.
8049981	Mennad is busy in class.	8050239	Mae Mennad yn brysur yn y dosbarth.
8049852	We've got to try harder.	8050243	Mae'n rhaid i ni geisio'n galetach.
8049850	Both Tom and Mary speak French fluently.	8050245	Mae Tom a Mair ill dau'n siarad Ffrangeg yn rhugl.
8049849	I already know some French.	8050250	Dw i'n gwybod tipyn bach o Ffrangeg yn barod.
8049839	I think that I'm fluent in French.	8050255	Dw i'n meddwl fy mod i'n rhugl yn y Ffrangeg.
8049746	Mennad can explain.	8050269	Gall Mennad esbonio.
8049730	That was on the news.	8050287	Roedd hynny ar y newyddion.
6874269	We're watching.	1972502	Rydym yn gwylio.
6874269	We're watching.	1972504	Gwyliwn.
138919	Welcome.	8070271	Croeso
1474793	Tom lives in Wales.	8095993	Mae Tom yn byw yng Nghymru.
1474793	Tom lives in Wales.	8095994	Tá Tomás ina chónaí sa Bhreatain Bheag.
5229844	In Wales, we have a saying.	8095999	Yng Nghymru, mae gennym ddywediad.
593236	I have hay fever.	8098165	Mae clefyd y gwair arnaf i.
2591566	Goodbye.	8115173	Da bo chi.
516745	Goodbye!	8115177	Da bo chi!
8115180	He has to go to the dentist today.	8115178	Mae’n rhaid iddo fynd at y deintydd heddiw.
24512	How many children do you have?	8115181	Sawl plentyn sy’ gen ti?
8115188	We have to leave at the end of the month.	8115186	Mae’n rhaid i ni adael ar ddiwedd y mis.
8115200	Manx is really easy!	8115197	Mae’r Fanaweg yn hawdd iawn!
6627213	Your mother is very young.	8115250	Mae dy fam yn ifanc iawn.
6269212	Tom is helping us with that.	8115252	Mae Tom yn ein helpu efo hynny.
1814460	My best friend is Welsh.	8115275	Mae fy ffrind gorau’n dod o Gymru.
5927080	It's a Welsh name.	8115276	Mae’n enw Cymreig.
5922034	Many Welsh books are published every year.	8115278	Cyhoeddir llawer o lyfrau Cymraeg bob blwyddyn.
5977778	Cornish, Welsh and Breton are Celtic languages.	8115279	Mae Cernyweg, Cymraeg a Llydaweg yn ieithoedd Celtaidd.
2841534	I've taught my parrot to speak Welsh.	8115281	Dw i wedi dysgu fy mharot i siarad Cymraeg.
2876510	Welsh is an official language in Wales and Chubut.	8115283	Mae’r Gymraeg yn iaith swyddogol yng Nghymru ac yn Chubut.
4536179	Welsh is a very difficult language for me.	8115284	Mae Cymraeg yn iaith anodd iawn i mi.
6106015	I understand Welsh, but I can't speak it.	8115287	Dw i’n deall Cymraeg ond dw i ddim yn medru ei siarad.
3050389	I am actually Welsh but I am living in Bristol.	8115290	Y gwir ydy mod i’n dod o Gymru ond dw i’n byw ym Mryste.
5871078	Welsh orthography is such that many Welsh words (such as "ffwrdd" and "gyflwynwyd") appear to speakers of other languages to consist entirely of consonants.	8115292	Mae orgraff y Gymraeg fel bod llawer o eiriau Cymraeg (fel “ffwrdd” a “gyflwynwyd”) yn arddangos i siaradwyr ieithoedd eraill i beidio cynnwys unrhyw gytseiniaid.
7894480	Aaron James Ramsey (born 26 December 1990) is a Welsh professional footballer who plays as a midfielder for Premier League club Arsenal and the Wales national team.	8115296	Mae Aaron James Ramsey (ganwyd 26 Rhagfyr 1990) yn bêl-droediwr proffesiynol o Gynru sy’n chwarae yng nghanol cae i glwb Serie A, Juventus, a thîm cenedlaethol Cymru.
298009	He is my friend.	8117860	Mae o'n ffrind i mi.
403063	Do you understand?	8117889	Wyt ti'n deall?
403063	Do you understand?	8117891	Ydych chi'n deall?
6220514	Nobody but Tom did that.	8117913	Neb ond Tom wnaeth hynny.
3531199	Tom's got a tremendous amount of work to do.	8117914	Mae gan Tom bentwr o waith i'w wneud.
7167888	I think that Tom lived in Boston when he was in high school.	8117916	Dw i'n meddwl bod Tom yn byw ym Moston pan oedd o yn yr ysgol uwchradd.
5734613	We haven't turned a stove on.	8117918	Dydyn ni ddim wedi troi stôf ymlaen.
3909063	Thanks for taking them fishing.	8117930	Diolch am fynd â nhw i bysgota.
6529520	Tom didn't want to be a pharmacist.	8117932	Doedd Tom ddim eisiau bod yn fferyllydd.
8007283	Mennad never talks about his depression.	8117934	Dydy Mennad byth yn siarad am ei hiselder.
3912704	I've located them.	8117946	Dw i wedi eu lleoli.
6410674	Mary called to say she wouldn't be back till tomorrow.	8117958	Galwodd Mari i ddweyd na fyddai hi yn ôl erbyn yfory.
6357786	Tom says he's waiting for Mary.	8117959	Dywedodd Tom ei fod yn aros am Mari.
3675498	I'm convinced Tom is guilty.	8117973	Dw i'n sicr bod Tom yn euog.
6347865	Do you think Tom is still poor?	8117976	Wyt ti'n meddwl bod Tom dal yn dlawd?
5825340	I don't think Tom will ever be able to sing as well as Mary.	8117977	Dydw i ddim yn meddwl bydd Tom byth yn medru canu cystal â Mari.
2647236	You were right, too.	8117990	'Roeddet ti'n iawn, hefyd.
3919173	Maybe we can buy her a new one.	8117993	Efallai gawn ni brynu un newydd iddi hi.
3094958	Melanie thinks that the situation is very bad.	8117995	Mae Melanie yn meddwl bod y sefyllfa'n wael iawn.
1457574	I added a picture and hope that you find it appropriate.	8117996	Ychwanegais lun a gobeithio dy fod ti'n ei weld yn addas.
17144	Your essay has some mistakes, but as a whole it is very good.	8117999	Mae gan dy draethawd ambell i gamgymeriad, ond ar y cyfan mae'n dda iawn.
291810	He found the box under the table.	8118002	Daeth o hyd i focs o dan y bwrdd.
270808	We have water enough.	8118004	Mae gennym ddigon o ddŵr.
7443873	Tom and Mary told me that they were single.	8118006	Dywedodd Tom a Mari wrthyf eu bod nhw'n sengl.
7321434	Sami drove a black Beamer.	8118013	'Roedd Sami yn gyrru Beamer du.
3745966	Success can only be achieved through hard work.	8118029	Ni chyflawnir llwyddiant trwy waith caled.
3745966	Success can only be achieved through hard work.	8118030	Egni a lwydd.
3312735	We can't fight this.	8118031	Gallem frwydro hyn.
7382487	She'll have to go there by herself.	8118034	Bydd rhaid iddi fynd yno ar ei phen ei hun.
32928	Mike acted as chairperson of the meeting.	8118035	Cymeroedd Meic le fel cadeirydd y cyfarfod.
7509264	I know that Tom doesn't know that Mary did that.	8118053	Dw i'n gwybod nad ydy Tom yn gwybod y gwnaeth Mari hynny.
319183	Father bought me a camera.	8118057	Prynodd tad gamera i mi.
20126	You like balls.	8118060	Ti'n hoffi peli.
20126	You like balls.	8118061	Is maith leat liathdóirí.
8093899	The fair was packed.	8118064	'Roedd y ffair yn llawn dop.
7510550	Tom didn't know there were wolves in the area.	8118065	Doedd Tom ddim yn gwybod bod bleiddiau yn yr ardal.
6496292	Tom and Mary told John that they didn't think Alice was upset.	8118066	Dywedodd Tom a Mari wrth Siôn nad oedden nhw'n meddwl bod Alys yn drist.
7474662	They aren't sure that they're ready.	8118079	Dydyn nhw ddim yn siŵr eu bod nhw'n barod.
7221728	I'm not sure Tom likes that.	8118081	Dw i ddim yn siŵr bod Tom yn hoffi hynny.
1331593	There are people who just want to interrupt and waste your time.	8118085	Mae pobl sy' jyst eisiau torri ar eich traws a gwastraffu'ch amser.
8269458	Give way to oncoming vehicles.	8269457	Ildiwch i gerbydau yn dod atoch.
8269461	These barriers are closed overnight.	8269459	Mae’r rhwystrau hyn yn cael eu cau dros nos.
8269470	Keep locked shut.	8269468	Cadwer yng nghau ac ar glo.
8269485	In emergency push button to alert staff.	8269483	Mewn argyfwng, pwyswch y botwm i rybuddio’r staff.
8269490	When lamp lights, speak to staff.	8269489	Pan fydd y lamp yn goleuo, siaradwch efo’r staff.
8269493	Lower lid before flushing.	8269492	Rhowch y caead i lawr cyn tynnu’r dŵr.
2249835	Push the button.	8269494	Gwasgwch y botwm.
8269496	Wait for signal.	8269495	Arhoswch am yr arwydd.
8269498	Phone 333 (Internal) or 999 to call the fire brigade.	8269497	Ffoniwch 333 (Mewnol) neu 999 i alw’r frigad dân.
8269500	Leave the building by the nearest exit, closing doors behind you.	8269499	Caewch y drysau wrth adael yr adeilad trwy’r allanfa agosaf.
8269502	Report to your assembly point.	8269501	Ewch i’ch man ymgynnull.
8269504	Do not stop to collect personal belongings.	8269503	Peidiwch ag oedi i gasglu eiddo personol.
8269507	Smoking is permitted within the marked boundary.	8269506	Caniateir ysmygu o fewn y llinell derfyn.
2245179	Clean it up.	8269508	Glanhewch.
8269512	How efficiently is this building being used?	8269511	Pa mor effeithlon y mae’r adeilad hwn yn cael ei ddefnyddio?
8269514	This tells you how much carbon dioxide the building emits.	8269513	Yma nodir faint o garbon deuocsid y mae’r adeilad yn ei allyrru.
8269516	It shows tonnes per year of CO₂.	8269515	Mae’n dangos y tunell y flwyddyn o CO₂.
8269518	This tells you how efficiently energy has been used in this building over the last three accounting periods.	8269517	Yma nodir pa mor effeithlon y mae ynni wedi cael ei ddefnyddio yn yr adeilad hwn dros y tri chyfnod cyfrifo diwethaf.
8269520	This tells you technical information about how energy is used in this building.	8269519	Yma nodir gwybodaeth dechnegol am y modd y mae ynni yn cael ei ddefnyddio yn yr adeilad hwn.
8269522	This is a Display Energy Certificate as defined in the Energy Performance of Buildings Regulations 2012 as amended.	8269521	Tystysgrif Ynni i’w Harddangos yw hon fel y’i diffinnir yn Rheoliadau Perfformiad Ynni Adeiladau 2012, fel y’u diwygiwyd.
8269524	Recommendations for improving the energy performance of the building are contained in the associated Recommendation Report.	8269523	Mae argymhellion ar gyfer gwella perfformiad ynni’r adeilad wedi’u cynnwys yn yr Adroddiad Argymhellion perthynol.
8269530	Push button to open door.	8269529	Pwyswch y botwm i agor y drws.
8269532	You are here.	8269531	Rydych chi yma.
8269535	Users park at their own risk. No responsibility will be accepted for any loss, damage or theft.	8269533	Rydych yn parcio ar eich menter eich hun, ni dderbynnir cyfrifoldeb am unrhyw golled, difrod, neu ddwyn.
8269537	Warning! 24 hour CCTV recording and monitoring.	8269536	Rhybudd! Mae CCTV yn recordio a monitro 24 awr.
464330	Wash your hands.	8269538	Golchwch eich dwylo.
8269540	Are you hydrated?	8269539	’R ydych yn hydradol?
8269542	Take the urine colour test.	8269541	Cymerwch y prawf lliw wrin.
8269544	Your kidneys are amazing. Help them work better by staying hydrated.	8269543	Mae eich arennau yn anhygoel. Helpwch nhw i weithio’n well drwy hydradu eich hun.
8269549	Designed by pupils from Ysgol Bro Dewi.	8269548	Dyluniwyd gan ddisgyblion Ysgol Bro Dewi.
8269551	Warning! Contains Asbestos.	8269550	Rhybudd! Cynnwys Asbestos.
8269555	Breathing asbestos dust is dangerous to health.	8269554	Mae anadlu llwch asbestos yn beryglus i iechyd.
8269559	Follow the safety instructions.	8269558	Dilynwch gyfarwyddiadau diogelwch.
460628	Mind your head.	8269561	Gwyliwch eich pen.
8269565	No donations to be left in the doorway when the store is closed.	8269564	Ni ddylid gadael unrhyw roddion ger drws y siop pan fydd y siop ar gau.
8269567	No drinking or eating permitted in this store.	8269566	Nid oes hawl yfed a bwyta yn y siop hon.
8269569	No dogs permitted except guide dogs.	8269568	Ni chaniateir cŵn ac eithrio cŵn tywys.
8269571	Please take a bag of soil and seed to repair divots on the fairways.	8269570	Ewch â bag o bridd a hadau gyda chi i gau’r tyllau ar y lleiniau.
8269573	Leave the empty bags in the container by the 18th green.	8269572	Gadewch y bagiau gweigion yn y bocs gerllaw y 18fed lawnt.
8269575	Your assistance helps to keep our course in good condition.	8269574	Mae’ch cymorth chi yn sicrhau bod ein cwrs yn cael ei gadw mewn cyflwr da.
8269577	Revenue Protection teams are regularly out and about on the network.	8269576	Diogelu Refeniw yn teithio o gwmpas y rhwydwaith yn rheolaidd.
8269579	Our Officers are sometimes in plain clothing but will always show their ID while carrying out ticket checks.	8269578	Weithiau bydd ein Swyddogion yn gwisgo gwisg blaen ond byddant bob amser yn dangos ID wrth wirio eich tocynnau.
8269581	Failure to have a valid ticket may result in prosecution and a fine of up to £1000.	8269580	Os na fydd gennych chi docyn dilys, gallwch gael eich erlyn a chael dirwy o hyd at £1000.
8269583	When starting your journey at a station where ticket buying facilities are available, it is your responsibility to buy or activate a valid ticket for the journey before boarding a train.	8269582	Pan fyddwch chi’n dechrau ar eich taith mewn gorsaf lle mae cyfleustera prynu tocynnau ar gael, eich cyfrifoldeb chi yw prynu/ysgogi tocyn dilys ar gyfer y daith cyn mynd ar y trên.
8269585	If you are 16 or older, you need to buy an adult ticket.	8269584	Os ydych chi’n 16 oed neu’n hŷn, bydd angen i chi brynu tocyn.
8269587	If there are no ticket buying facilities at your station, please find a staff member as soon as possible to buy a ticket, or to seek advice on the nearest opportunity to purchase one.	8269586	Os nad oes cyfleusterau prynu tocynnau yn eich gorsaf, dewch o hyd i aelod o staff cyn gynted â phosib er mwyn prynu tocyn neu i gael cyngor ynghylch y cyfle nesaf i brynu tocyn.
7815016	Are you ready for adventure?	8269589	Barod am antur?
7815304	Are you ready for an adventure?	8269589	Barod am antur?
8269596	Have you unlocked the door for your neighbour?	8269595	Ydych chi wedi datgloi ar gyfer eich cymydog?
2643708	Thanks for your cooperation.	8269601	Diolch am eich cydweithrediad.
279153	Turn off the light.	8269602	Diffoddwch y golau!
279776	Tokyo is a very big city.	8118102	Mae Tokyo'n ddinas fawr iawn.
1705	I'm tired.	8118100	Dw i wedi blino.
830526	Sharing is caring.	8118046	Rhannu yw caru.
5849468	How did Tom know where Mary lived?	8118047	Sut oedd Tom yn gwybod lle 'roedd Mari'n byw?
1078147	I am young.	8118126	Dw i'n ifanc.
256506	I want to go home.	8118040	Dw i eisiau mynd adref.
2203805	I'm speaking.	6889999	Dw i'n siarad.
5471568	I like speaking French.	8118028	Dw i'n hoffi siarad Ffrangeg.
5871077	Do you speak Welsh?	8115269	Wyt ti’n siarad Cymraeg?
2244727	Tom was talking.	6890029	Roedd Tom yn siarad.
757376	What's the time?	6890026	Faint o'r gloch yw hi?
5152281	It's snowing again.	6890000	Mae hi'n bwrw eira eto.
277721	She speaks Spanish well.	6889995	Mae hi'n siarad Sbaeneg yn dda.
8249804	She likes listening to music.	6889994	Mae hi'n hoffi gwrando ar gerddoriaeth.
2111537	Someone's singing.	6889983	Mae rhywun yn canu.
4502156	Someone is singing.	6889983	Mae rhywun yn canu.
6523697	Somebody's singing.	6889983	Mae rhywun yn canu.
1289876	I'm working tomorrow.	6889982	Dw i'n gweithio yfory.
2298417	I like to drink milk.	6889978	Dw i'n hoffi yfed llaeth.
1841526	Where's the butter?	6889977	Ble mae'r menyn?
4401063	I like children.	6889976	Dw i'n hoffi plant.
259705	I like to work.	6889974	Dw i'n hoffi gweithio.
5829461	She likes coffee.	6889972	Mae hi'n hoffi coffi.
491038	It's raining outside.	6889971	Mae hi'n bwrw glaw tu allan.
259803	I live in Japan.	6889964	Dw i'n byw yn Japan.
255913	I like to listen to the radio.	6889966	Dw i'n hoffi gwrando ar y radio.
6788801	I like listening to the radio.	6889966	Dw i'n hoffi gwrando ar y radio.
2068371	I'm a cat.	8585997	Cath ydw i.
4994712	I drink beer.	8586075	Dw i'n yfed cwrw.
5839914	I drink wine.	8586079	Dw i'n yfed gwin.
28129	Wrong.	8657477	Anghywir.
279879	Obviously.	8657479	Yn amlwg.
320395	Study!	8657482	Astudia!
374568	Perfect!	8657484	Perffaith!
433512	Awesome!	8657487	Anhygoel!
448320	Stop!	8657488	Paid!
477086	Yes.	8657490	Ie.
477061	No.	8657491	Nage.
628213	Correct!	8657494	Cywir!
843052	Again.	8657495	Eto.
870471	Interesting.	8657496	Diddorol.
885704	Remember!	8657498	Cofia!
890415	Come!	8657499	Tyrd!
906328	Run!	8657500	Rheda!
922491	Impossible.	8657501	Amhosib!
1010322	Strange.	8657502	Rhyfedd.
1014545	So?	8657504	Felly?
1068125	Goodnight!	8657505	Nos da!
1058180	Wild!	8657506	Gwyllt!
1148335	Go!	8657512	Dos!
1148335	Go!	8657513	Ewch!
1349052	Stay!	8657514	Arhosa!
1349052	Stay!	8657515	Arhoswch!
1349095	Pull!	8657516	Tynna!
1349095	Pull!	8657517	Tynnwch!
1157647	Read!	8657518	Darllena!
1157647	Read!	8657519	Darllenwch!
395934	Great!	8657520	Grêt!
1391646	Okay.	8657524	Iawn.
1508263	Relax!	8657526	Ymlacia!
1508263	Relax!	8657528	Ymlaciwch!
1804273	Look!	8657532	Edrycha!
1804273	Look!	8657533	Edrychwch!
1829639	Fire!	8657536	Tân!
2083030	Who?	8657537	Pwy?
2597818	Learn!	8657545	Dysga!
2597818	Learn!	8657546	Dysgwch!
3167761	Hopefully!	8657547	Gobeithio!
3423179	Wrong!	8657548	Anghywir!
3628784	Eat!	8657549	Bwyta!
3628784	Eat!	8657550	Bwytwch!
3628785	Food!	8657551	Bwyd!
3642339	Recently.	8657552	Yn ddiweddar.
3644088	Congrats!	7826948	Llongyfarchiadau!
4340997	Impossible!	8657501	Amhosib!
4373509	Probably.	8657553	Yn debyg.
4454073	Walk!	8657555	Cerdda!
4454073	Walk!	8657556	Cerddwch!
4468677	Sad.	8657558	Trist.
4538711	Sad!	8657559	Trist!
4606511	Where?	8657560	Ble?
4606511	Where?	8657561	Lle?
4625687	How?	8657562	Sut?
4625694	When?	8657564	Pryd?
4869848	Me!	8657565	Fi!
5041763	Here?	8657566	Yma?
5355039	Again!	8657575	Eto!
5366774	Therefore?	8657504	Felly?
5366772	Peace.	8657576	Heddwch.
5545232	Smile!	8657577	Gwena!
5545232	Smile!	8657579	Gwenwch!
5693342	Sleep!	8657582	Cysga!
5693342	Sleep!	8657583	Cysgwch!
5723528	Maybe.	8657585	Hwyrach.
5723528	Maybe.	8657586	Efallai.
5723530	Correct.	8657494	Cywir!
5820156	Well!	8657588	Wel!
6046859	Buy!	8657590	Pryna!
6046859	Buy!	8657591	Prynwch!
6046860	Sell!	8657592	Gwertha!
6046860	Sell!	8657593	Gwerthwch!
6102422	Work.	8657595	Gweithia.
6102422	Work.	8657597	Gweithiwch.
6102423	Work!	8657598	Gweithiwch!
6102423	Work!	8657600	Gweithia!
6117054	True.	8657601	Cywir.
6581103	Cat!	8657604	Cath!
6583257	Small.	8657652	Bach.
6626807	Come.	8657654	Dere.
6626807	Come.	8657655	Tyrd.
6626807	Come.	8657656	Dewch.
6744874	Funny!	8657657	Doniol!
7094994	Breakfast!	8657658	Brecwast!
1216306	Too expensive!	8657660	Rhy ddrud!
681044	Tom's funeral will be this weekend.	8657668	Bydd angladd Tom y penwythnos 'ma.
3909392	We've got to stop her.	8657670	Rhaid i ni ei stopio.
7449625	He isn't young but old.	8657672	Dydy o ddim yn ifanc ond yn hen.
7449625	He isn't young but old.	8657673	Dyw e ddim yn ifanc ond yn hen.
7788244	We're looking for treasure.	8657680	Dan ni'n chwilio am drysor.
7788244	We're looking for treasure.	8657681	Rydyn ni'n chwilio am drysor.
7788244	We're looking for treasure.	8657682	Rydym mi'n chwilio am trysor.
8045811	Mennad is available.	8657683	Mae Mennad ar gael.
1497521	I'm going for a walk.	8657684	Dw i'n mynd am dro.
1497521	I'm going for a walk.	8657685	Rydw i'n mynd am dro.
296042	He was looking through a microscope.	8678448	Roedd o'n edrych trwy ficrosgop.
296042	He was looking through a microscope.	8678450	Roedd e'n edrych trwy ficrosgop.
296042	He was looking through a microscope.	8678452	Roedd yn edrych trwy ficrosgop.
3919066	We'll call her.	8678453	Byddwn yn ei galw.
3919066	We'll call her.	8678454	Galwn ni hi.
3919066	We'll call her.	8678455	Byddwn ni'n ei galw.
6993884	It was very hard to concentrate.	8678458	Roedd yn anodd iawn canolbwyntio.
6827004	Do you want another glass of wine?	8678459	Wyt ti eisiau gwydr o win?
4012730	What will Tom think?	8678461	Beth fydd Tom yn meddwl?
3155314	I am going to the park this afternoon.	8678476	Dw i'n mynd i'r parc y prynhawn 'ma.
3155314	I am going to the park this afternoon.	8678477	Rydw i'n mynd i'r parc y prynhawn 'ma.
2721364	She spends a lot of time on the phone.	8678480	Mae hi'n treulio llawer o amser ar y ffôn.
430471	Everyone likes her.	8678486	Mae pawb yn ei hoffi.
242127	You should do your homework now.	8678497	Dylet ti wneud dy waith cartref nawr.
242127	You should do your homework now.	8678498	Dylet ti wneud dy waith cartref rŵan.
242127	You should do your homework now.	8678499	Dylech chi wneud dy waith cartref nawr.
242127	You should do your homework now.	8678500	Dylech chi wneud dy waith cartref rŵan.
6815690	Sami talks with an accent.	8678509	Mae Sami yn siarad ag acen.
5073962	My mom bought me a new skirt.	8678511	Prynodd fy mam sgert newydd i fi.
2548317	I'll go if you will.	8678513	A i os ei di.
2548317	I'll go if you will.	8678514	A i os ewch chi.
2541157	What does Tom eat for breakfast?	8678516	Beth mae Tom yn bwyta i frecwast?
2237157	Tom left quickly.	8678520	Gadawodd Tom yn gyflym.
8575553	Tom's death was a surprise.	8678523	Roedd marwolaeth Tom yn syndod.
66431	When are you going back to Italy?	8678524	Pryd wyt ti'n mynd yn ôl i'r Eidal?
66431	When are you going back to Italy?	8678525	Pryd ydych chi'n mynd yn ôl i'r Eidal?
66431	When are you going back to Italy?	8678526	Pryd dach chi'n mynd yn ôl i'r Eidal?
66431	When are you going back to Italy?	8678527	Pryd dych chi'n mynd yn ôl i'r Eidal?
7520332	I don't think that I hurt Mary.	8678533	Dw i ddim yn meddwl fy mod wedi brifo Mary.
7538254	Tom's door was open.	8678540	Roedd drws Tom ar agor.
8225797	If you were to raise a dog, which dog would you raise?	8678550	Taset ti'n magu ci, pa gi baset ti'n magu?
325053	I am going to a concert next week.	8678553	Dw i'n mynd i gyngerdd wythnos nesa.
2955909	Tom arrived too late.	8678554	Cyrhaeddodd Tom rhy hwyr.
5620261	Are you going to Tom's party?	8678568	Wyt ti'n mynd i barti Tom?
5620261	Are you going to Tom's party?	8678570	Ydych chi'n mynd i barti Tom?
5620261	Are you going to Tom's party?	8678572	Dych chi'n mynd i barti Tom?
5620261	Are you going to Tom's party?	8678573	Dach chi'n mynd i barti Tom?
3919630	They smiled at him.	8678577	Gwenasant nhw arno fo.
3919630	They smiled at him.	8678578	Gwenasant nhw arno fe.
397103	Are you going to buy that car?	8678587	Wyt ti'n mynd i brynu y car 'na.
2210432	I just told her.	8678598	Dw i newydd dweud wrthi hi.
5902949	Tom is now studying.	8678599	Mae Tom yn astudio nawr.
5902949	Tom is now studying.	8678602	Mae Tom yn astudio rŵan.
1962637	When did you arrive there?	8678607	Pryd gyrhaeddaist ti yno?
1962637	When did you arrive there?	8678608	Pryd gyraeddasoch chi yno?
5008897	The man's name is Tom.	8678614	Tom ydy enw'r dyn.
2593961	Tom is ironing his shirts.	8678623	Mae Tom yn smwddio ei grysiau.
3272708	She dried her face and brushed her hair.	8679385	Sychodd hi ei hwyneb.
456485	My tooth hurts.	8679386	Mae fy nant yn brifo.
314815	She's lost her car key.	8679393	Mae hi wedi colli ei hallwedd.
314815	She's lost her car key.	8679395	Mae hi wedi colli ei goriad.
314815	She's lost her car key.	8679396	Collodd hi ei hallwedd.
314815	She's lost her car key.	8679397	Collodd hi ei goriad.
8254758	You should listen to your imam.	8679402	Dylet ti wrando ar dy imâm.
8254758	You should listen to your imam.	8679403	Dylech chi wrando ar eich imâm.
6509780	I live on the same floor as Tom and Mary do.	8679404	Dw i'n byw ar yr un llawr â Tom a Mary.
6509780	I live on the same floor as Tom and Mary do.	8679405	Rydw i'n byw ar yr un llawr â Tom a Mary.
7189531	Sami called me again.	8679406	Galwodd Sami fi eto.
8396438	Yerevan is Armenia's capital.	8679410	Yerevan ydy prifddinas Armenia.
4496717	They want to come.	8679411	Maen nhw eisiau dod.
5937792	My name is not important.	8679412	Dydy fy enw ddim yn bwysig.
6427392	Mary claimed she was innocent.	8679419	Honnodd Mary bod hi'n ddieuog.
7164649	Sami was sitting in his car.	8679421	Roedd Sami'n eistedd yn ei gar.
7387092	She came home and did her homework.	8679426	Daeth hi adre a gwnaeth hi ei gwaith cartref.
7231437	I don't think Tom is still asleep.	8679435	Dw i ddim yn meddwl fod Tom yn cysgu'n dal.
7231437	I don't think Tom is still asleep.	8679439	Rydw i ddim yn meddwl fod Tom yn cysgu'n dal.
6130542	Do you want to go to space?	8679442	Wyt ti eisiau mynd i'r gofod?
6130542	Do you want to go to space?	8679443	Ydych chi eisiau mynd i'r gofod?
6130542	Do you want to go to space?	8679444	Dych chi eisiau mynd i'r gofod?
6130542	Do you want to go to space?	8679447	Dach chi eisiau mynd i'r gofod?
6620610	You’ve seen too many movies.	8679450	Gwelaist ti ormod o ffilmiau.
6620610	You’ve seen too many movies.	8679451	Gwelsoch chi ormod o ffilmiau.
7541569	Neither Tom nor Mary has promised to come.	8732063	Dyw Tom na Mary ddim wedi addo dod.
7215372	Sami left the classroom.	8732065	Gadawodd Sami yr ystafell ddosbarth.
6519464	Tom and Mary are going to help me.	8732067	Mae Tom a Mary yn mynd i'm helpu fi.
6406855	Mary said she thought Tom would need at least $300 to buy everything he needed.	8732076	Dywedodd Mary ei bod hi'n meddwl bod angen i Tom gael £300 o leiaf, er mwyn prynu popeth mae angen.
7384005	She said you'd do that for her.	8732080	Dywedodd hi baset ti'n gwneud hynny iddi.
6423854	Mary says she's willing to help us.	8732084	Dywedodd Mary ei bod hi'n barod i'n helpu ni.
8381356	Tom wrote an essay in French.	8732093	Ysgrifennodd Tom draethawd yn Ffrangeg.
8526904	He's unassuming, isn't he?	8732100	Mae'n ddiymhongar, onid yw e?
6425360	Mary said she knew that I'd come.	8732109	Dywedodd Mary oedd hi'n gwybod baswn i'n dod.
7112536	I didn't consider Tom's feelings at all.	8732111	Doeddwn i ddim yn ystyried teimladau Tom o gwbl.
8271315	Islam has liberated me.	8732124	Mae Islam wedi'm gwaredu fi.
7380426	Mary is almost done, isn't she?	8732132	Mae Mary bron wedi cwpla, onid yw hi?
8514290	He hoped he might hear from her.	8732144	Gobeithiodd y bydd yn clywed ohoni.
7376076	Mary took her children to Australia.	8732147	Mae Mary wedi mynd â'i phlant i Awstralia.
6413969	Mary says she knows Tom will eventually do that.	8732153	Mae Mary yn gwybod y bydd Tom yn gwneud hynny yn y diwedd.
7334431	Layla looks like her little sister.	8732159	Mae Layla yn edrych fel ei chwaer hi.
6413472	Mary realized there was no way she could do that.	8732166	Sylweddolodd Mary 'does dim ffordd ei bod hi'n gallu gwneud hynny.
7381961	Mary rose from her chair.	8732178	Cododd Mary o'i chadair hi.
7982033	Sami was wearing a blue shirt.	8732181	Roedd Sami yn gwisgo crys glas.
8047308	I want to sit by myself.	8732184	Rydw i'n moyn eistedd ar fy mhen fy hun.
7164874	Sami doesn't think Layla is performing well.	8732190	Dyw Sami ddim yn meddwl bod Layla yn perfformio'n dda.
6508210	Tom and Mary told me they liked going to concerts.	8732205	Dywedodd Tom a Mary wrthaf eu bod nhw'n hoffi mynd i gynherddau.
8052888	It was completely pitch black.	8732207	Roedd fel y fagddu.
8516318	She never looked at him.	8732211	Doedd hi byth yn edrych arnof.
7245169	Sami liked being different.	8732216	Oedd Sami yn hoffi bod yn wahanol.
8045762	The room is almost empty.	8732220	Mae'r ystafell bron yn wag.
8456689	Tom used to be a professional dog trainer.	8732230	Roedd Tom yn arfer bod yn hyfforddwr ci proffesiynol.
6420793	Mary says she hasn't slept in 24 hours.	8732246	Mae Mary yn dweud ei bod hi heb wedi cysgu ers 24 awr.
8022928	We ate dinner at a nearby restaurant.	8732258	Bwyton ni'r cinio mewn bwyty agos.
8340750	I don't really know that much.	8732260	Dydw i ddim yn gwybod llawer.
8527179	She's hungry, too, isn't she?	8732264	Mae'n llwglyd hefyd, onid yw hi?
8537027	She always carries her camera with her.	8732277	Mae hi wastad yn cario'i chamera gyda hi ym mhobman.
6990476	The number of people who have died from Nipah is relatively small.	8732282	Mae'r nifer o bobl sydd wedi marw o Nipah yn eitha bach.
7733754	We need to allow Tom to do that.	8732294	Mae'n rhaid i ni ganiatáu i Tom wneud hynny.
